series_id	status	title	reason
8471	not_found	Deadpool vs. Thanos	SparkManga search returned no usable /manga/ candidate.
8509	not_found	Answer Me, My Prince	SparkManga search returned no usable /manga/ candidate.
8520	not_found	A Story About Wanting To Commit Suicide, But It's Scary So I Find A Yandere Girl To Kill Me, But It Doesn't Work	SparkManga search returned no usable /manga/ candidate.
8564	ambiguous	SSS-Class Revival Hunter	Multiple or borderline candidates; no mapping was guessed.
8567	not_found	Who Said I Want to Be a Witch?	SparkManga search returned no usable /manga/ candidate.
8603	not_found	Jujutsu Kaisen 0 (Yuta Okkotsu back story)	SparkManga search returned no usable /manga/ candidate.
8612	not_found	The cat came to my house	SparkManga search returned no usable /manga/ candidate.
8618	not_found	Mary rose	Candidates existed, but none reached the safe match threshold.
8619	not_found	Precious than god	SparkManga search returned no usable /manga/ candidate.
8647	not_found	It's Been 10 Years Since You Asked to Break Off Our Engagement, If You Insist That Much, Let's Break it Off!	SparkManga search returned no usable /manga/ candidate.
8652	not_found	I Won’t Be Breaking Off This Engagement. You Know That, Right?	SparkManga search returned no usable /manga/ candidate.
8668	not_found	momokuri	SparkManga search returned no usable /manga/ candidate.
8672	not_found	Dragon Hermit	SparkManga search returned no usable /manga/ candidate.
8673	not_found	Parade Dogs	SparkManga search returned no usable /manga/ candidate.
8676	not_found	lie By The Pillow	SparkManga search returned no usable /manga/ candidate.
8704	not_found	على و السناب	SparkManga search returned no usable /manga/ candidate.
8715	ambiguous	The Interceptor Cross System	Spark slug is already mapped to series_id=7247.
8761	not_found	The School Of Mages	SparkManga search returned no usable /manga/ candidate.
8763	not_found	I Do Livestreams in Another World	SparkManga search returned no usable /manga/ candidate.
8765	not_found	Candytuft	SparkManga search returned no usable /manga/ candidate.
8766	not_found	Thor: Ragnaroks	SparkManga search returned no usable /manga/ candidate.
8768	not_found	working at the witch's mansion	SparkManga search returned no usable /manga/ candidate.
8769	not_found	The Story of My Husband's Cute Crossdressing	SparkManga search returned no usable /manga/ candidate.
8771	not_found	Ten Thousand Realms Fairy King	SparkManga search returned no usable /manga/ candidate.
8772	not_found	Wilted Flower	SparkManga search returned no usable /manga/ candidate.
8773	not_found	This is also a friends	SparkManga search returned no usable /manga/ candidate.
8775	not_found	Undrtale the comic manga	SparkManga search returned no usable /manga/ candidate.
8778	not_found	Isekai ni Otosareta… Jouka wa Kihon!	SparkManga search returned no usable /manga/ candidate.
8785	not_found	Now That I’ve Been Chosen To Be The Villainess, I’ll Show You An Elegant Performance!	SparkManga search returned no usable /manga/ candidate.
8791	ambiguous	-50kg Cinderella	Multiple or borderline candidates; no mapping was guessed.
8856	not_found	The Tomb of Famed Swords	SparkManga search returned no usable /manga/ candidate.
8874	not_found	Kekkon shite yo... Ouji-sama!?	SparkManga search returned no usable /manga/ candidate.
8875	not_found	Ano Ko ni Kubittake	SparkManga search returned no usable /manga/ candidate.
8932	ambiguous	Egret	Multiple or borderline candidates; no mapping was guessed.
8949	ambiguous	Gyakkou Shita Akuyaku Reijou wa, Naze ka Maryoku wo Ushinattanode Shinsou no Reijou ni Narimasu	Multiple or borderline candidates; no mapping was guessed.
8950	not_found	Desire Diary	Candidates existed, but none reached the safe match threshold.
9009	not_found	My Magical Family	SparkManga search returned no usable /manga/ candidate.
9011	not_found	Wiradelima	SparkManga search returned no usable /manga/ candidate.
9015	not_found	Sore wa, Kimi ga Mita Ao Datta	SparkManga search returned no usable /manga/ candidate.
9016	not_found	Joker Game	SparkManga search returned no usable /manga/ candidate.
9017	not_found	Something for fun	SparkManga search returned no usable /manga/ candidate.
9018	not_found	Hidden mail	SparkManga search returned no usable /manga/ candidate.
9020	not_found	Black Scavenger	SparkManga search returned no usable /manga/ candidate.
9021	not_found	Majuu Sensen	SparkManga search returned no usable /manga/ candidate.
9022	not_found	Otome Game no Hametsu Flag shika nai Akuyaku Reijou ni Tensei shite shimatta... Zettai Zetsumei! Hametsu Sunzen Hen	SparkManga search returned no usable /manga/ candidate.
9023	not_found	My husband anyway	SparkManga search returned no usable /manga/ candidate.
9027	not_found	Rojica to Rakkasei	SparkManga search returned no usable /manga/ candidate.
9030	not_found	Bulan!	Candidates existed, but none reached the safe match threshold.
9031	not_found	A Story About Becoming Temporary Lovers With a Classmate Who I Fell In Love With at First Sight	SparkManga search returned no usable /manga/ candidate.
9032	not_found	A Girl Like Alien	SparkManga search returned no usable /manga/ candidate.
9034	not_found	Yoi Shuumatsu wo	SparkManga search returned no usable /manga/ candidate.
9047	not_found	The Way for Red Witch's Counterattack	SparkManga search returned no usable /manga/ candidate.
9074	ambiguous	Mistake	Multiple or borderline candidates; no mapping was guessed.
9082	not_found	Time Eliminator	SparkManga search returned no usable /manga/ candidate.
9083	not_found	spongebob	SparkManga search returned no usable /manga/ candidate.
9086	not_found	Samurai: Heaven and Earth	SparkManga search returned no usable /manga/ candidate.
9088	not_found	Under the Blue Moonlight	SparkManga search returned no usable /manga/ candidate.
9091	not_found	‏Amazing Rumor	SparkManga search returned no usable /manga/ candidate.
9094	not_found	I Used to Be a Disqualified Daughter of the Duke	SparkManga search returned no usable /manga/ candidate.
9096	not_found	Fake Rebellion	SparkManga search returned no usable /manga/ candidate.
9098	not_found	Silver Surfer: Requiem	SparkManga search returned no usable /manga/ candidate.
9101	not_found	Jiji neko kurashi	SparkManga search returned no usable /manga/ candidate.
9102	not_found	First Love Manipulation Team	SparkManga search returned no usable /manga/ candidate.
9103	not_found	Batsu Ichi Arasa Joshi to Danshi Kokosei	SparkManga search returned no usable /manga/ candidate.
9192	not_found	This Isn’t the Time for the Villainess to Be Bullying the Heroine	SparkManga search returned no usable /manga/ candidate.
9196	not_found	Love like a dog fight	SparkManga search returned no usable /manga/ candidate.
9198	not_found	My Boss is My EX	SparkManga search returned no usable /manga/ candidate.
9199	not_found	The Daughter of the Marquis, Who Was Executed Under False Accusation, Wants to Spend a Peaceful Life in the Land Protected by God	SparkManga search returned no usable /manga/ candidate.
9202	not_found	The Abandoned Baroness Is One of the Black Knight's Favorites	SparkManga search returned no usable /manga/ candidate.
9205	ambiguous	DARISHA/ Princess's secret Sweetheart	Spark slug is already mapped to series_id=7032.
9207	not_found	bibimbap!	SparkManga search returned no usable /manga/ candidate.
9209	not_found	Piece of The Human	SparkManga search returned no usable /manga/ candidate.
9214	not_found	Tesla Note	SparkManga search returned no usable /manga/ candidate.
9215	not_found	A Certain Yankee Valentine	SparkManga search returned no usable /manga/ candidate.
9217	not_found	Infinity Gauntlet (1991)	SparkManga search returned no usable /manga/ candidate.
9218	not_found	The Thanos Quest	SparkManga search returned no usable /manga/ candidate.
9219	ambiguous	I Became a Devil One Day	Multiple or borderline candidates; no mapping was guessed.
9233	not_found	Impregnated by a Snake	SparkManga search returned no usable /manga/ candidate.
9238	ambiguous	Monster blade	Multiple or borderline candidates; no mapping was guessed.
9244	ambiguous	Prince in the mirror	Multiple or borderline candidates; no mapping was guessed.
9249	not_found	Injustice: Gods Among Us: Year four	SparkManga search returned no usable /manga/ candidate.
9320	ambiguous	My Three Tyrant Brothers	Multiple or borderline candidates; no mapping was guessed.
9321	not_found	Yuru Camp△	SparkManga search returned no usable /manga/ candidate.
9333	ambiguous	Eyes	Multiple or borderline candidates; no mapping was guessed.
9343	not_found	In Love With An Abstinent Man	SparkManga search returned no usable /manga/ candidate.
9356	ambiguous	teenage mutant ninja turtles	Spark slug is already mapped to series_id=8968.
9398	not_found	Honkai Impact 3rd - Second Eruption	SparkManga search returned no usable /manga/ candidate.
9411	not_found	I Became the Wife of a Tragedy’s Main Lead	Candidates existed, but none reached the safe match threshold.
9443	not_found	sono koi wa Ichigo no youni	Candidates existed, but none reached the safe match threshold.
9470	not_found	‏My roommate is a mannequin	SparkManga search returned no usable /manga/ candidate.
9477	not_found	‏An uncomfortable relationship	SparkManga search returned no usable /manga/ candidate.
9489	not_found	There’s No Way a Side Character Like Me Could Be Popular, Right?	SparkManga search returned no usable /manga/ candidate.
9491	not_found	Thread of Destiny	SparkManga search returned no usable /manga/ candidate.
9493	not_found	Vaca loca	SparkManga search returned no usable /manga/ candidate.
9497	not_found	Levius/est	SparkManga search returned no usable /manga/ candidate.
9499	not_found	LOVE PAINTER	SparkManga search returned no usable /manga/ candidate.
9501	not_found	The Strongest in Another World with Assassination Skills - I, Who Has Mastered Alchemy and Assassination, Dominate the World from Behind	SparkManga search returned no usable /manga/ candidate.
9503	not_found	Booby Boss	SparkManga search returned no usable /manga/ candidate.
9504	not_found	Demon's Ears	Candidates existed, but none reached the safe match threshold.
9506	not_found	unnamed memory	SparkManga search returned no usable /manga/ candidate.
9507	not_found	Chitchai Senpai ga Kawaisugiru!!	SparkManga search returned no usable /manga/ candidate.
9509	not_found	Nine Fantasy	Candidates existed, but none reached the safe match threshold.
9510	not_found	The Black Label	Candidates existed, but none reached the safe match threshold.
9511	not_found	Ten swords and arrows	SparkManga search returned no usable /manga/ candidate.
9512	not_found	Inkling Alice	SparkManga search returned no usable /manga/ candidate.
9513	not_found	Levius	SparkManga search returned no usable /manga/ candidate.
9518	not_found	Ochibure Joou to Gekokujou Ouji	SparkManga search returned no usable /manga/ candidate.
9520	not_found	Princess Taming	SparkManga search returned no usable /manga/ candidate.
9522	not_found	معركة القدس القديمة	SparkManga search returned no usable /manga/ candidate.
9523	not_found	aragane no ko	SparkManga search returned no usable /manga/ candidate.
9525	ambiguous	Toshishita No Senpai-Chan Ni Wa, Maketakunai	Multiple or borderline candidates; no mapping was guessed.
9530	not_found	Kamu yang Luar Biasa	SparkManga search returned no usable /manga/ candidate.
9532	not_found	A Different World Dungeon Created With A Servant	SparkManga search returned no usable /manga/ candidate.
9533	not_found	Training the Beginner Level Magic, Magic Arrow to the Limit	SparkManga search returned no usable /manga/ candidate.
9535	not_found	Hyakkakyu no Osoujigakari	SparkManga search returned no usable /manga/ candidate.
9536	not_found	Kaze ga Tsuyoku Fuiteiru	SparkManga search returned no usable /manga/ candidate.
9544	not_found	Hate You 999 Times	SparkManga search returned no usable /manga/ candidate.
9547	not_found	GIntama Colored	SparkManga search returned no usable /manga/ candidate.
9548	not_found	The Immortal Emperor Luo Wuji Has Returned	Candidates existed, but none reached the safe match threshold.
9550	not_found	Handsome Target Acquired	SparkManga search returned no usable /manga/ candidate.
